Latitude,Longitude,Timestamp,Date
55.7820975,12.518334166666667,14:31:57+00:00,2024-11-21
55.7820975,12.518334166666667,14:31:57+00:00,2024-11-21
55.7820975,12.518334166666667,14:31:57+00:00,2024-11-21
55.782097666666665,12.518333666666667,14:31:58+00:00,2024-11-21
55.782097666666665,12.518333666666667,14:31:58+00:00,2024-11-21
55.782097666666665,12.518333666666667,14:31:58+00:00,2024-11-21
55.782098,12.5183335,14:31:59+00:00,2024-11-21
55.782098,12.5183335,14:31:59+00:00,2024-11-21
55.782098,12.5183335,14:31:59+00:00,2024-11-21
55.78209833333333,12.518333,14:32:00+00:00,2024-11-21
55.78209833333333,12.518333,14:32:00+00:00,2024-11-21
55.78209833333333,12.518333,14:32:00+00:00,2024-11-21
55.78209833333333,12.518333166666666,14:32:01+00:00,2024-11-21
55.78209833333333,12.518333166666666,14:32:01+00:00,2024-11-21
55.78209833333333,12.518333166666666,14:32:01+00:00,2024-11-21
55.78209866666667,12.518333,14:32:02+00:00,2024-11-21
55.78209866666667,12.518333,14:32:02+00:00,2024-11-21
55.78209866666667,12.518333,14:32:02+00:00,2024-11-21
55.78209866666667,12.518332833333334,14:32:03+00:00,2024-11-21
55.78209866666667,12.518332833333334,14:32:03+00:00,2024-11-21
55.78209866666667,12.518332833333334,14:32:03+00:00,2024-11-21
55.78209866666667,12.5183325,14:32:04+00:00,2024-11-21
55.78209866666667,12.5183325,14:32:04+00:00,2024-11-21
55.78209866666667,12.5183325,14:32:04+00:00,2024-11-21
55.782098833333336,12.518332833333334,14:32:05+00:00,2024-11-21
55.782098833333336,12.518332833333334,14:32:05+00:00,2024-11-21
55.782098833333336,12.518332833333334,14:32:05+00:00,2024-11-21
55.78209916666667,12.518333,14:32:06+00:00,2024-11-21
55.78209916666667,12.518333,14:32:06+00:00,2024-11-21
55.78209916666667,12.518333,14:32:06+00:00,2024-11-21
55.78209916666667,12.5183335,14:32:07+00:00,2024-11-21
55.78209916666667,12.5183335,14:32:07+00:00,2024-11-21
55.78209916666667,12.5183335,14:32:07+00:00,2024-11-21
55.7820995,12.518333666666667,14:32:08+00:00,2024-11-21
55.7820995,12.518333666666667,14:32:08+00:00,2024-11-21
